codigo_ibge_6,municipio,uf,codigo_ibge_7,label
170830,Goianorte,TO,1708304,Goianorte/TO — IBGE 1708304
170900,Goiatins,TO,1709005,Goiatins/TO — IBGE 1709005
170930,Guaraí,TO,1709302,Guaraí/TO — IBGE 1709302
170950,Gurupi,TO,1709500,Gurupi/TO — IBGE 1709500
170980,Ipueiras,TO,1709807,Ipueiras/TO — IBGE 1709807
171050,Itacajá,TO,1710508,Itacajá/TO — IBGE 1710508
171070,Itaguatins,TO,1710706,Itaguatins/TO — IBGE 1710706
171090,Itapiratins,TO,1710904,Itapiratins/TO — IBGE 1710904
171110,Itaporã do Tocantins,TO,1711100,Itaporã do Tocantins/TO — IBGE 1711100
171150,Jaú do Tocantins,TO,1711506,Jaú do Tocantins/TO — IBGE 1711506
171180,Juarina,TO,1711803,Juarina/TO — IBGE 1711803
171190,Lagoa da Confusão,TO,1711902,Lagoa da Confusão/TO — IBGE 1711902
171195,Lagoa do Tocantins,TO,1711951,Lagoa do Tocantins/TO — IBGE 1711951
171200,Lajeado,TO,1712009,Lajeado/TO — IBGE 1712009
171215,Lavandeira,TO,1712157,Lavandeira/TO — IBGE 1712157
171240,Lizarda,TO,1712405,Lizarda/TO — IBGE 1712405
171245,Luzinópolis,TO,1712454,Luzinópolis/TO — IBGE 1712454
171250,Marianópolis do Tocantins,TO,1712504,Marianópolis do Tocantins/TO — IBGE 1712504
171270,Mateiros,TO,1712702,Mateiros/TO — IBGE 1712702
171280,Maurilândia do Tocantins,TO,1712801,Maurilândia do Tocantins/TO — IBGE 1712801
171320,Miracema do Tocantins,TO,1713205,Miracema do Tocantins/TO — IBGE 1713205
171330,Miranorte,TO,1713304,Miranorte/TO — IBGE 1713304
171360,Monte do Carmo,TO,1713601,Monte do Carmo/TO — IBGE 1713601
171370,Monte Santo do Tocantins,TO,1713700,Monte Santo do Tocantins/TO — IBGE 1713700
171380,Palmeiras do Tocantins,TO,1713809,Palmeiras do Tocantins/TO — IBGE 1713809
171395,Muricilândia,TO,1713957,Muricilândia/TO — IBGE 1713957
171420,Natividade,TO,1714203,Natividade/TO — IBGE 1714203
171430,Nazaré,TO,1714302,Nazaré/TO — IBGE 1714302
171488,Nova Olinda,TO,1714880,Nova Olinda/TO — IBGE 1714880
171500,Nova Rosalândia,TO,1715002,Nova Rosalândia/TO — IBGE 1715002
171510,Novo Acordo,TO,1715101,Novo Acordo/TO — IBGE 1715101
171515,Novo Alegre,TO,1715150,Novo Alegre/TO — IBGE 1715150
171525,Novo Jardim,TO,1715259,Novo Jardim/TO — IBGE 1715259
171550,Oliveira de Fátima,TO,1715507,Oliveira de Fátima/TO — IBGE 1715507
171570,Palmeirante,TO,1715705,Palmeirante/TO — IBGE 1715705
171575,Palmeirópolis,TO,1715754,Palmeirópolis/TO — IBGE 1715754
171610,Paraíso do Tocantins,TO,1716109,Paraíso do Tocantins/TO — IBGE 1716109
171620,Paranã,TO,1716208,Paranã/TO — IBGE 1716208
171630,Pau D'Arco,TO,1716307,Pau D'Arco/TO — IBGE 1716307
171650,Pedro Afonso,TO,1716505,Pedro Afonso/TO — IBGE 1716505
171660,Peixe,TO,1716604,Peixe/TO — IBGE 1716604
171665,Pequizeiro,TO,1716653,Pequizeiro/TO — IBGE 1716653
171670,Colméia,TO,1716703,Colméia/TO — IBGE 1716703
171700,Pindorama do Tocantins,TO,1717008,Pindorama do Tocantins/TO — IBGE 1717008
171720,Piraquê,TO,1717206,Piraquê/TO — IBGE 1717206
171750,Pium,TO,1717503,Pium/TO — IBGE 1717503
171780,Ponte Alta do Bom Jesus,TO,1717800,Ponte Alta do Bom Jesus/TO — IBGE 1717800
171790,Ponte Alta do Tocantins,TO,1717909,Ponte Alta do Tocantins/TO — IBGE 1717909
171800,Porto Alegre do Tocantins,TO,1718006,Porto Alegre do Tocantins/TO — IBGE 1718006
171820,Porto Nacional,TO,1718204,Porto Nacional/TO — IBGE 1718204
171830,Praia Norte,TO,1718303,Praia Norte/TO — IBGE 1718303
171840,Presidente Kennedy,TO,1718402,Presidente Kennedy/TO — IBGE 1718402
171845,Pugmil,TO,1718451,Pugmil/TO — IBGE 1718451
171850,Recursolândia,TO,1718501,Recursolândia/TO — IBGE 1718501
171855,Riachinho,TO,1718550,Riachinho/TO — IBGE 1718550
171865,Rio da Conceição,TO,1718659,Rio da Conceição/TO — IBGE 1718659
171870,Rio dos Bois,TO,1718709,Rio dos Bois/TO — IBGE 1718709
171875,Rio Sono,TO,1718758,Rio Sono/TO — IBGE 1718758
171880,Sampaio,TO,1718808,Sampaio/TO — IBGE 1718808
171884,Sandolândia,TO,1718840,Sandolândia/TO — IBGE 1718840
171886,Santa Fé do Araguaia,TO,1718865,Santa Fé do Araguaia/TO — IBGE 1718865
171888,Santa Maria do Tocantins,TO,1718881,Santa Maria do Tocantins/TO — IBGE 1718881
171889,Santa Rita do Tocantins,TO,1718899,Santa Rita do Tocantins/TO — IBGE 1718899
171890,Santa Rosa do Tocantins,TO,1718907,Santa Rosa do Tocantins/TO — IBGE 1718907
171900,Santa Tereza do Tocantins,TO,1719004,Santa Tereza do Tocantins/TO — IBGE 1719004
172000,Santa Terezinha do Tocantins,TO,1720002,Santa Terezinha do Tocantins/TO — IBGE 1720002
172010,São Bento do Tocantins,TO,1720101,São Bento do Tocantins/TO — IBGE 1720101
172015,São Félix do Tocantins,TO,1720150,São Félix do Tocantins/TO — IBGE 1720150
172020,São Miguel do Tocantins,TO,1720200,São Miguel do Tocantins/TO — IBGE 1720200
172025,São Salvador do Tocantins,TO,1720259,São Salvador do Tocantins/TO — IBGE 1720259
172030,São Sebastião do Tocantins,TO,1720309,São Sebastião do Tocantins/TO — IBGE 1720309
172049,São Valério,TO,1720499,São Valério/TO — IBGE 1720499
172065,Silvanópolis,TO,1720655,Silvanópolis/TO — IBGE 1720655
172080,Sítio Novo do Tocantins,TO,1720804,Sítio Novo do Tocantins/TO — IBGE 1720804
172085,Sucupira,TO,1720853,Sucupira/TO — IBGE 1720853
172090,Taguatinga,TO,1720903,Taguatinga/TO — IBGE 1720903
172093,Taipas do Tocantins,TO,1720937,Taipas do Tocantins/TO — IBGE 1720937
172097,Talismã,TO,1720978,Talismã/TO — IBGE 1720978
172100,Palmas,TO,1721000,Palmas/TO — IBGE 1721000
172110,Tocantínia,TO,1721109,Tocantínia/TO — IBGE 1721109
172120,Tocantinópolis,TO,1721208,Tocantinópolis/TO — IBGE 1721208
172125,Tupirama,TO,1721257,Tupirama/TO — IBGE 1721257
172130,Tupiratins,TO,1721307,Tupiratins/TO — IBGE 1721307
172208,Wanderlândia,TO,1722081,Wanderlândia/TO — IBGE 1722081
172210,Xambioá,TO,1722107,Xambioá/TO — IBGE 1722107
210005,Açailândia,MA,2100055,Açailândia/MA — IBGE 2100055
210010,Afonso Cunha,MA,2100105,Afonso Cunha/MA — IBGE 2100105
210015,Água Doce do Maranhão,MA,2100154,Água Doce do Maranhão/MA — IBGE 2100154
210020,Alcântara,MA,2100204,Alcântara/MA — IBGE 2100204
210030,Aldeias Altas,MA,2100303,Aldeias Altas/MA — IBGE 2100303
210040,Altamira do Maranhão,MA,2100402,Altamira do Maranhão/MA — IBGE 2100402
210043,Alto Alegre do Maranhão,MA,2100436,Alto Alegre do Maranhão/MA — IBGE 2100436
210047,Alto Alegre do Pindaré,MA,2100477,Alto Alegre do Pindaré/MA — IBGE 2100477
210050,Alto Parnaíba,MA,2100501,Alto Parnaíba/MA — IBGE 2100501
210055,Amapá do Maranhão,MA,2100550,Amapá do Maranhão/MA — IBGE 2100550
210060,Amarante do Maranhão,MA,2100600,Amarante do Maranhão/MA — IBGE 2100600
210070,Anajatuba,MA,2100709,Anajatuba/MA — IBGE 2100709
210080,Anapurus,MA,2100808,Anapurus/MA — IBGE 2100808
210083,Apicum-Açu,MA,2100832,Apicum-Açu/MA — IBGE 2100832
210087,Araguanã,MA,2100873,Araguanã/MA — IBGE 2100873
210090,Araioses,MA,2100907,Araioses/MA — IBGE 2100907
210095,Arame,MA,2100956,Arame/MA — IBGE 2100956
210100,Arari,MA,2101004,Arari/MA — IBGE 2101004
210110,Axixá,MA,2101103,Axixá/MA — IBGE 2101103
210120,Bacabal,MA,2101202,Bacabal/MA — IBGE 2101202
210125,Bacabeira,MA,2101251,Bacabeira/MA — IBGE 2101251
210130,Bacuri,MA,2101301,Bacuri/MA — IBGE 2101301
210135,Bacurituba,MA,2101350,Bacurituba/MA — IBGE 2101350
210140,Balsas,MA,2101400,Balsas/MA — IBGE 2101400
210150,Barão de Grajaú,MA,2101509,Barão de Grajaú/MA — IBGE 2101509
210160,Barra do Corda,MA,2101608,Barra do Corda/MA — IBGE 2101608
210170,Barreirinhas,MA,2101707,Barreirinhas/MA — IBGE 2101707
210173,Belágua,MA,2101731,Belágua/MA — IBGE 2101731
210177,Bela Vista do Maranhão,MA,2101772,Bela Vista do Maranhão/MA — IBGE 2101772
210180,Benedito Leite,MA,2101806,Benedito Leite/MA — IBGE 2101806
210190,Bequimão,MA,2101905,Bequimão/MA — IBGE 2101905
210193,Bernardo do Mearim,MA,2101939,Bernardo do Mearim/MA — IBGE 2101939
210197,Boa Vista do Gurupi,MA,2101970,Boa Vista do Gurupi/MA — IBGE 2101970
210200,Bom Jardim,MA,2102002,Bom Jardim/MA — IBGE 2102002
210203,Bom Jesus das Selvas,MA,2102036,Bom Jesus das Selvas/MA — IBGE 2102036
210207,Bom Lugar,MA,2102077,Bom Lugar/MA — IBGE 2102077
210210,Brejo,MA,2102101,Brejo/MA — IBGE 2102101
210215,Brejo de Areia,MA,2102150,Brejo de Areia/MA — IBGE 2102150
210220,Buriti,MA,2102200,Buriti/MA — IBGE 2102200
210230,Buriti Bravo,MA,2102309,Buriti Bravo/MA — IBGE 2102309
210232,Buriticupu,MA,2102325,Buriticupu/MA — IBGE 2102325
210235,Buritirana,MA,2102358,Buritirana/MA — IBGE 2102358
210237,Cachoeira Grande,MA,2102374,Cachoeira Grande/MA — IBGE 2102374
210240,Cajapió,MA,2102408,Cajapió/MA — IBGE 2102408
210250,Cajari,MA,2102507,Cajari/MA — IBGE 2102507
210255,Campestre do Maranhão,MA,2102556,Campestre do Maranhão/MA — IBGE 2102556
210260,Cândido Mendes,MA,2102606,Cândido Mendes/MA — IBGE 2102606
210270,Cantanhede,MA,2102705,Cantanhede/MA — IBGE 2102705
210275,Capinzal do Norte,MA,2102754,Capinzal do Norte/MA — IBGE 2102754
210280,Carolina,MA,2102804,Carolina/MA — IBGE 2102804
210290,Carutapera,MA,2102903,Carutapera/MA — IBGE 2102903
210300,Caxias,MA,2103000,Caxias/MA — IBGE 2103000
210310,Cedral,MA,2103109,Cedral/MA — IBGE 2103109
210312,Central do Maranhão,MA,2103125,Central do Maranhão/MA — IBGE 2103125
210315,Centro do Guilherme,MA,2103158,Centro do Guilherme/MA — IBGE 2103158
210317,Centro Novo do Maranhão,MA,2103174,Centro Novo do Maranhão/MA — IBGE 2103174
210320,Chapadinha,MA,2103208,Chapadinha/MA — IBGE 2103208
210325,Cidelândia,MA,2103257,Cidelândia/MA — IBGE 2103257
210330,Codó,MA,2103307,Codó/MA — IBGE 2103307
210340,Coelho Neto,MA,2103406,Coelho Neto/MA — IBGE 2103406
210350,Colinas,MA,2103505,Colinas/MA — IBGE 2103505
210355,Conceição do Lago-Açu,MA,2103554,Conceição do Lago-Açu/MA — IBGE 2103554
210360,Coroatá,MA,2103604,Coroatá/MA — IBGE 2103604
210370,Cururupu,MA,2103703,Cururupu/MA — IBGE 2103703
210375,Davinópolis,MA,2103752,Davinópolis/MA — IBGE 2103752
210380,Dom Pedro,MA,2103802,Dom Pedro/MA — IBGE 2103802
210390,Duque Bacelar,MA,2103901,Duque Bacelar/MA — IBGE 2103901
210400,Esperantinópolis,MA,2104008,Esperantinópolis/MA — IBGE 2104008
210405,Estreito,MA,2104057,Estreito/MA — IBGE 2104057
210407,Feira Nova do Maranhão,MA,2104073,Feira Nova do Maranhão/MA — IBGE 2104073
210408,Fernando Falcão,MA,2104081,Fernando Falcão/MA — IBGE 2104081
210409,Formosa da Serra Negra,MA,2104099,Formosa da Serra Negra/MA — IBGE 2104099
210410,Fortaleza dos Nogueiras,MA,2104107,Fortaleza dos Nogueiras/MA — IBGE 2104107
210420,Fortuna,MA,2104206,Fortuna/MA — IBGE 2104206
210430,Godofredo Viana,MA,2104305,Godofredo Viana/MA — IBGE 2104305
210440,Gonçalves Dias,MA,2104404,Gonçalves Dias/MA — IBGE 2104404
210450,Governador Archer,MA,2104503,Governador Archer/MA — IBGE 2104503
210455,Governador Edison Lobão,MA,2104552,Governador Edison Lobão/MA — IBGE 2104552
210460,Governador Eugênio Barros,MA,2104602,Governador Eugênio Barros/MA — IBGE 2104602
210462,Governador Luiz Rocha,MA,2104628,Governador Luiz Rocha/MA — IBGE 2104628
210465,Governador Newton Bello,MA,2104651,Governador Newton Bello/MA — IBGE 2104651
210467,Governador Nunes Freire,MA,2104677,Governador Nunes Freire/MA — IBGE 2104677
210470,Graça Aranha,MA,2104701,Graça Aranha/MA — IBGE 2104701
210480,Grajaú,MA,2104800,Grajaú/MA — IBGE 2104800
210490,Guimarães,MA,2104909,Guimarães/MA — IBGE 2104909
210500,Humberto de Campos,MA,2105005,Humberto de Campos/MA — IBGE 2105005
210510,Icatu,MA,2105104,Icatu/MA — IBGE 2105104
210515,Igarapé do Meio,MA,2105153,Igarapé do Meio/MA — IBGE 2105153
210520,Igarapé Grande,MA,2105203,Igarapé Grande/MA — IBGE 2105203
210530,Imperatriz,MA,2105302,Imperatriz/MA — IBGE 2105302
210535,Itaipava do Grajaú,MA,2105351,Itaipava do Grajaú/MA — IBGE 2105351
210540,Itapecuru Mirim,MA,2105401,Itapecuru Mirim/MA — IBGE 2105401
210542,Itinga do Maranhão,MA,2105427,Itinga do Maranhão/MA — IBGE 2105427
210545,Jatobá,MA,2105450,Jatobá/MA — IBGE 2105450
210547,Jenipapo dos Vieiras,MA,2105476,Jenipapo dos Vieiras/MA — IBGE 2105476
210550,João Lisboa,MA,2105500,João Lisboa/MA — IBGE 2105500
210560,Joselândia,MA,2105609,Joselândia/MA — IBGE 2105609
210565,Junco do Maranhão,MA,2105658,Junco do Maranhão/MA — IBGE 2105658
210570,Lago da Pedra,MA,2105708,Lago da Pedra/MA — IBGE 2105708
210580,Lago do Junco,MA,2105807,Lago do Junco/MA — IBGE 2105807
210590,Lago Verde,MA,2105906,Lago Verde/MA — IBGE 2105906
210592,Lagoa do Mato,MA,2105922,Lagoa do Mato/MA — IBGE 2105922
210594,Lago dos Rodrigues,MA,2105948,Lago dos Rodrigues/MA — IBGE 2105948
210596,Lagoa Grande do Maranhão,MA,2105963,Lagoa Grande do Maranhão/MA — IBGE 2105963
210598,Lajeado Novo,MA,2105989,Lajeado Novo/MA — IBGE 2105989
210600,Lima Campos,MA,2106003,Lima Campos/MA — IBGE 2106003
210610,Loreto,MA,2106102,Loreto/MA — IBGE 2106102
210620,Luís Domingues,MA,2106201,Luís Domingues/MA — IBGE 2106201
210630,Magalhães de Almeida,MA,2106300,Magalhães de Almeida/MA — IBGE 2106300
210632,Maracaçumé,MA,2106326,Maracaçumé/MA — IBGE 2106326
210635,Marajá do Sena,MA,2106359,Marajá do Sena/MA — IBGE 2106359
210637,Maranhãozinho,MA,2106375,Maranhãozinho/MA — IBGE 2106375
210640,Mata Roma,MA,2106409,Mata Roma/MA — IBGE 2106409
210650,Matinha,MA,2106508,Matinha/MA — IBGE 2106508
210660,Matões,MA,2106607,Matões/MA — IBGE 2106607
210663,Matões do Norte,MA,2106631,Matões do Norte/MA — IBGE 2106631
210667,Milagres do Maranhão,MA,2106672,Milagres do Maranhão/MA — IBGE 2106672
210670,Mirador,MA,2106706,Mirador/MA — IBGE 2106706
210675,Miranda do Norte,MA,2106755,Miranda do Norte/MA — IBGE 2106755
210680,Mirinzal,MA,2106805,Mirinzal/MA — IBGE 2106805
210690,Monção,MA,2106904,Monção/MA — IBGE 2106904
210700,Montes Altos,MA,2107001,Montes Altos/MA — IBGE 2107001
210710,Morros,MA,2107100,Morros/MA — IBGE 2107100
210720,Nina Rodrigues,MA,2107209,Nina Rodrigues/MA — IBGE 2107209
210725,Nova Colinas,MA,2107258,Nova Colinas/MA — IBGE 2107258
210730,Nova Iorque,MA,2107308,Nova Iorque/MA — IBGE 2107308
210735,Nova Olinda do Maranhão,MA,2107357,Nova Olinda do Maranhão/MA — IBGE 2107357
210740,Olho d'Água das Cunhãs,MA,2107407,Olho d'Água das Cunhãs/MA — IBGE 2107407
210745,Olinda Nova do Maranhão,MA,2107456,Olinda Nova do Maranhão/MA — IBGE 2107456
210750,Paço do Lumiar,MA,2107506,Paço do Lumiar/MA — IBGE 2107506
210760,Palmeirândia,MA,2107605,Palmeirândia/MA — IBGE 2107605
210770,Paraibano,MA,2107704,Paraibano/MA — IBGE 2107704
210780,Parnarama,MA,2107803,Parnarama/MA — IBGE 2107803
210790,Passagem Franca,MA,2107902,Passagem Franca/MA — IBGE 2107902
210800,Pastos Bons,MA,2108009,Pastos Bons/MA — IBGE 2108009
210805,Paulino Neves,MA,2108058,Paulino Neves/MA — IBGE 2108058
210810,Paulo Ramos,MA,2108108,Paulo Ramos/MA — IBGE 2108108
210820,Pedreiras,MA,2108207,Pedreiras/MA — IBGE 2108207
210825,Pedro do Rosário,MA,2108256,Pedro do Rosário/MA — IBGE 2108256
210830,Penalva,MA,2108306,Penalva/MA — IBGE 2108306
210840,Peri Mirim,MA,2108405,Peri Mirim/MA — IBGE 2108405
210845,Peritoró,MA,2108454,Peritoró/MA — IBGE 2108454
210850,Pindaré-Mirim,MA,2108504,Pindaré-Mirim/MA — IBGE 2108504
210860,Pinheiro,MA,2108603,Pinheiro/MA — IBGE 2108603
210870,Pio XII,MA,2108702,Pio XII/MA — IBGE 2108702
210880,Pirapemas,MA,2108801,Pirapemas/MA — IBGE 2108801
210890,Poção de Pedras,MA,2108900,Poção de Pedras/MA — IBGE 2108900
210900,Porto Franco,MA,2109007,Porto Franco/MA — IBGE 2109007
210905,Porto Rico do Maranhão,MA,2109056,Porto Rico do Maranhão/MA — IBGE 2109056
210910,Presidente Dutra,MA,2109106,Presidente Dutra/MA — IBGE 2109106
210920,Presidente Juscelino,MA,2109205,Presidente Juscelino/MA — IBGE 2109205
210923,Presidente Médici,MA,2109239,Presidente Médici/MA — IBGE 2109239
210927,Presidente Sarney,MA,2109270,Presidente Sarney/MA — IBGE 2109270
210930,Presidente Vargas,MA,2109304,Presidente Vargas/MA — IBGE 2109304
210940,Primeira Cruz,MA,2109403,Primeira Cruz/MA — IBGE 2109403
210945,Raposa,MA,2109452,Raposa/MA — IBGE 2109452
210950,Riachão,MA,2109502,Riachão/MA — IBGE 2109502
210955,Ribamar Fiquene,MA,2109551,Ribamar Fiquene/MA — IBGE 2109551
210960,Rosário,MA,2109601,Rosário/MA — IBGE 2109601
210970,Sambaíba,MA,2109700,Sambaíba/MA — IBGE 2109700
210975,Santa Filomena do Maranhão,MA,2109759,Santa Filomena do Maranhão/MA — IBGE 2109759
210980,Santa Helena,MA,2109809,Santa Helena/MA — IBGE 2109809
210990,Santa Inês,MA,2109908,Santa Inês/MA — IBGE 2109908
211000,Santa Luzia,MA,2110005,Santa Luzia/MA — IBGE 2110005
211003,Santa Luzia do Paruá,MA,2110039,Santa Luzia do Paruá/MA — IBGE 2110039
211010,Santa Quitéria do Maranhão,MA,2110104,Santa Quitéria do Maranhão/MA — IBGE 2110104
211020,Santa Rita,MA,2110203,Santa Rita/MA — IBGE 2110203
211023,Santana do Maranhão,MA,2110237,Santana do Maranhão/MA — IBGE 2110237
211027,Santo Amaro do Maranhão,MA,2110278,Santo Amaro do Maranhão/MA — IBGE 2110278
211030,Santo Antônio dos Lopes,MA,2110302,Santo Antônio dos Lopes/MA — IBGE 2110302
211040,São Benedito do Rio Preto,MA,2110401,São Benedito do Rio Preto/MA — IBGE 2110401
211050,São Bento,MA,2110500,São Bento/MA — IBGE 2110500
211060,São Bernardo,MA,2110609,São Bernardo/MA — IBGE 2110609
211065,São Domingos do Azeitão,MA,2110658,São Domingos do Azeitão/MA — IBGE 2110658
211070,São Domingos do Maranhão,MA,2110708,São Domingos do Maranhão/MA — IBGE 2110708
211080,São Félix de Balsas,MA,2110807,São Félix de Balsas/MA — IBGE 2110807
211085,São Francisco do Brejão,MA,2110856,São Francisco do Brejão/MA — IBGE 2110856
211090,São Francisco do Maranhão,MA,2110906,São Francisco do Maranhão/MA — IBGE 2110906
211100,São João Batista,MA,2111003,São João Batista/MA — IBGE 2111003
211102,São João do Carú,MA,2111029,São João do Carú/MA — IBGE 2111029
211105,São João do Paraíso,MA,2111052,São João do Paraíso/MA — IBGE 2111052
211107,São João do Soter,MA,2111078,São João do Soter/MA — IBGE 2111078
211110,São João dos Patos,MA,2111102,São João dos Patos/MA — IBGE 2111102
211120,São José de Ribamar,MA,2111201,São José de Ribamar/MA — IBGE 2111201
211125,São José dos Basílios,MA,2111250,São José dos Basílios/MA — IBGE 2111250
211130,São Luís,MA,2111300,São Luís/MA — IBGE 2111300
211140,São Luís Gonzaga do Maranhão,MA,2111409,São Luís Gonzaga do Maranhão/MA — IBGE 2111409
211150,São Mateus do Maranhão,MA,2111508,São Mateus do Maranhão/MA — IBGE 2111508
211153,São Pedro da Água Branca,MA,2111532,São Pedro da Água Branca/MA — IBGE 2111532
211157,São Pedro dos Crentes,MA,2111573,São Pedro dos Crentes/MA — IBGE 2111573
211160,São Raimundo das Mangabeiras,MA,2111607,São Raimundo das Mangabeiras/MA — IBGE 2111607
211163,São Raimundo do Doca Bezerra,MA,2111631,São Raimundo do Doca Bezerra/MA — IBGE 2111631
211167,São Roberto,MA,2111672,São Roberto/MA — IBGE 2111672
211170,São Vicente Ferrer,MA,2111706,São Vicente Ferrer/MA — IBGE 2111706
211172,Satubinha,MA,2111722,Satubinha/MA — IBGE 2111722
211174,Senador Alexandre Costa,MA,2111748,Senador Alexandre Costa/MA — IBGE 2111748
211176,Senador La Rocque,MA,2111763,Senador La Rocque/MA — IBGE 2111763
211178,Serrano do Maranhão,MA,2111789,Serrano do Maranhão/MA — IBGE 2111789
211180,Sítio Novo,MA,2111805,Sítio Novo/MA — IBGE 2111805
211190,Sucupira do Norte,MA,2111904,Sucupira do Norte/MA — IBGE 2111904
211195,Sucupira do Riachão,MA,2111953,Sucupira do Riachão/MA — IBGE 2111953
211200,Tasso Fragoso,MA,2112001,Tasso Fragoso/MA — IBGE 2112001
211210,Timbiras,MA,2112100,Timbiras/MA — IBGE 2112100
211220,Timon,MA,2112209,Timon/MA — IBGE 2112209
211223,Trizidela do Vale,MA,2112233,Trizidela do Vale/MA — IBGE 2112233
211227,Tufilândia,MA,2112274,Tufilândia/MA — IBGE 2112274
211230,Tuntum,MA,2112308,Tuntum/MA — IBGE 2112308
211240,Turiaçu,MA,2112407,Turiaçu/MA — IBGE 2112407
211245,Turilândia,MA,2112456,Turilândia/MA — IBGE 2112456
211250,Tutóia,MA,2112506,Tutóia/MA — IBGE 2112506
211260,Urbano Santos,MA,2112605,Urbano Santos/MA — IBGE 2112605
211270,Vargem Grande,MA,2112704,Vargem Grande/MA — IBGE 2112704
211280,Viana,MA,2112803,Viana/MA — IBGE 2112803
211285,Vila Nova dos Martírios,MA,2112852,Vila Nova dos Martírios/MA — IBGE 2112852
211290,Vitória do Mearim,MA,2112902,Vitória do Mearim/MA — IBGE 2112902
